sku,name,current_rating,inductors_dc_current_max_a,dc_resistance_max,inductors_dc_resist_max_mom,cmc_dc_resistance_max_mom,dc_resistance_secondary_max,dimension,dimensions_mm,inductors_height_inch,as_tran_height_inch,cs_tran_height_inch,p_tran_height_inch,p_tran_interwind_capac_max_pf,isolation_voltage,as_tran_isolation_voltage_vrms,p_tran_isolation_voltage_vrms,max_leakage_inductance,p_tran_pri_dc_resist_max_om,primary_inductance_typical,rohs_6,turn_ratio,as_tran_turn_ratio,p_tran_turn_ratio,volt_time_product,store_view_code,errors
51305C,,1.9,,,,97,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
51305C,51305C,1.9,,,,97,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
51504C,,4.1,,,,27,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
51504C,51504C,4.1,,,,27,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
51505C,,1.2,,,,197,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
51505C,51505C,1.2,,,,197,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
52106C,,1.7,,,,193,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
52106C,52106C,1.7,,,,193,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
52305C,,3.5,,,,45,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
52305C,52305C,3.5,,,,45,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
52505C,,2.4,,,,91,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
52505C,52505C,2.4,,,,91,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
52705C,,2.2,,,,107,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
52705C,52705C,2.2,,,,107,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56050C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56050C,56050C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56100C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56100C,56100C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56200C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56200C,56200C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56300C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56300C,56300C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56T100C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56T100C,56T100C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56T200C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56T200C,56T200C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56T300C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
56T300C,56T300C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
77204C,,,,0.86,,,,,,,,,0.484,55,,,2.5,,0.83,,Yes,,,"1 to 1",,murataps_store_view,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
77204C,77204C,,,0.86,,,,,,,,,0.484,55,,,2.5,,0.83,,Yes,,,"1 to 1",,,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
782100/35JVC,,,,,,,,,,,0.25,,,,,4000,,5,,,Yes,,"1 to 2.1",,,murataps_store_view,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin"
782100/35JVC,782100/35JVC,,,,,,,,,,0.25,,,,,4000,,5,,,Yes,,"1 to 2.1",,,,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin"
782100/35JVC-R,,,,,,,,,,,0.25,,,,,4000,,5,,,Yes,,"1 to 2.1",,,murataps_store_view,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin"
782100/35JVC-R,782100/35JVC-R,,,,,,,,,,0.25,,,,,4000,,5,,,Yes,,"1 to 2.1",,,,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78250JC,,,,2,,,,,,,0.25,,,,1500,1500,,3,,2,Yes,,"1 to 1",,50,murataps_store_view,"Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78250JC,78250JC,,,2,,,,,,,0.25,,,,1500,1500,,3,,2,Yes,,"1 to 1",,50,,"Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78250JC-R,,,,2,,,,,,,0.25,,,,1500,1500,,3,,2,Yes,,"1 to 1",,50,murataps_store_view,"Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78250JC-R,78250JC-R,,,2,,,,,,,0.25,,,,1500,1500,,3,,2,Yes,,"1 to 1",,50,,"Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78250JVC,,,,1.8,,,,,,,0.25,,,,4000,4000,,40,,2,Yes,,"1 to 1",,50,murataps_store_view,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78250JVC,78250JVC,,,1.8,,,,,,,0.25,,,,4000,4000,,40,,2,Yes,,"1 to 1",,50,,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78250JVC-R,,,,1.8,,,,,,,0.25,,,,4000,4000,,40,,2,Yes,,"1 to 1",,50,murataps_store_view,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78250JVC-R,78250JVC-R,,,1.8,,,,,,,0.25,,,,4000,4000,,40,,2,Yes,,"1 to 1",,50,,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/35JC,,,,1,,,,,,,0.25,,,,1500,,,1,,0.36,Yes,,"1 to 2.27",,49,murataps_store_view,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/35JC,78253/35JC,,,1,,,,,,,0.25,,,,1500,,,1,,0.36,Yes,,"1 to 2.27",,49,,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/35JC-R,,,,1,,,,,,,0.25,,,,1500,,,1,,0.36,Yes,,"1 to 2.27",,49,murataps_store_view,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/35JC-R,78253/35JC-R,,,1,,,,,,,0.25,,,,1500,,,1,,0.36,Yes,,"1 to 2.27",,49,,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/35JVC,,,,0.5,,,,,,,0.25,,,,4000,,,5,,142,Yes,,"1 to 2.14",,30,murataps_store_view,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/35JVC,78253/35JVC,,,0.5,,,,,,,0.25,,,,4000,,,5,,142,Yes,,"1 to 2.14",,30,,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/35JVC-R,,,,0.5,,,,,,,0.25,,,,4000,,,5,,142,Yes,,"1 to 2.14",,30,murataps_store_view,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/35JVC-R,78253/35JVC-R,,,0.5,,,,,,,0.25,,,,4000,,,5,,142,Yes,,"1 to 2.14",,30,,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/55JC,,,,1.5,,,,,,,0.25,,,,1500,,,5,,0.83,Yes,,"1 to 1.31",,70,murataps_store_view,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/55JC,78253/55JC,,,1.5,,,,,,,0.25,,,,1500,,,5,,0.83,Yes,,"1 to 1.31",,70,,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/55JC-R,,,,1.5,,,,,,,0.25,,,,1500,,,5,,0.83,Yes,,"1 to 1.31",,70,murataps_store_view,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/55JC-R,78253/55JC-R,,,1.5,,,,,,,0.25,,,,1500,,,5,,0.83,Yes,,"1 to 1.31",,70,,"Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/55JVC,,,,0.6,,,,,,,0.25,,,,4000,,,8,,240,Yes,,"1 to 1.33",,37,murataps_store_view,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/55JVC,78253/55JVC,,,0.6,,,,,,,0.25,,,,4000,,,8,,240,Yes,,"1 to 1.33",,37,,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/55JVC-R,,,,0.6,,,,,,,0.25,,,,4000,,,8,,240,Yes,,"1 to 1.33",,37,murataps_store_view,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78253/55JVC-R,78253/55JVC-R,,,0.6,,,,,,,0.25,,,,4000,,,8,,240,Yes,,"1 to 1.33",,37,,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA101JC,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.36,,1.00-2.20,Yes,,"1 to 1",,15,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA101JC,DA101JC,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.36,,1.00-2.20,Yes,,"1 to 1",,15,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA101JC-R,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.36,,1.00-2.20,Yes,,"1 to 1",,15,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA101JC-R,DA101JC-R,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.36,,1.00-2.20,Yes,,"1 to 1",,15,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA102JC,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.49,,1.90-4.00,Yes,,"1 to 1",,20,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA102JC,DA102JC,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.49,,1.90-4.00,Yes,,"1 to 1",,20,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA102JC-R,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.49,,1.90-4.00,Yes,,"1 to 1",,20,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA102JC-R,DA102JC-R,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.49,,1.90-4.00,Yes,,"1 to 1",,20,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA103JC,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.91,,3.20-8.50,Yes,,"1 to 1",,28,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA103JC,DA103JC,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.91,,3.20-8.50,Yes,,"1 to 1",,28,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA103JC-R,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.91,,3.20-8.50,Yes,,"1 to 1",,28,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
DA103JC-R,DA103JC-R,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.91,,3.20-8.50,Yes,,"1 to 1",,28,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'max_leakage_inductance' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin"
