sku,store_view_code,attribute_set_code,product_websites,name,rfm_spec_temp_range,rfm_spec_temp_max,rfm_spec_temp_min
SF2081D,,RFM - SAW Filter,"wireless,base",SF2081D, -30 to +85,85,-30
SF2081E,,RFM - SAW Filter,"wireless,base",SF2081E, -30 to +85,85,-30
SF2092E,,RFM - SAW Filter,"wireless,base",SF2092E, -30 to +85,85,-30
SF2093E,,RFM - SAW Filter,"wireless,base",SF2093E, -30 to +85,85,-30
SF2135A,,RFM - SAW Filter,"wireless,base",SF2135A, -30 to +85,85,-30
SF2137E-1,,RFM - SAW Filter,"wireless,base",SF2137E-1, -30 to +65,65,-30
SF2140A-1,,RFM - SAW Filter,"wireless,base",SF2140A-1, -30 to +80,80,-30
SF2142G,,RFM - SAW Filter,"wireless,base",SF2142G, -30 to +85,85,-30
SF2146D,,RFM - SAW Filter,"wireless,base",SF2146D, -30 to +85,85,-30
SF2171E,,RFM - SAW Filter,"wireless,base",SF2171E, -30 to +85,85,-30
SF2171H,,RFM - SAW Filter,"wireless,base",SF2171H, -30 to +85,85,-30
SF2184E,,RFM - SAW Filter,"wireless,base",SF2184E, -30 to +85,85,-30
SF2193E,,RFM - SAW Filter,"wireless,base",SF2193E, -30 to +85,85,-30
SF2194E,,RFM - SAW Filter,"wireless,base",SF2194E, -30 to +85,85,-30
SF2195E,,RFM - SAW Filter,"wireless,base",SF2195E, -30 to +70,70,-30
SF2201E,,RFM - SAW Filter,"wireless,base",SF2201E, -30 to +85,85,-30
SF2202E,,RFM - SAW Filter,"wireless,base",SF2202E, -30 to +85,85,-30
SF2203E,,RFM - SAW Filter,"wireless,base",SF2203E, -30 to +85,85,-30
SF2207E,,RFM - SAW Filter,"wireless,base",SF2207E, -30 to +85,85,-30
SF2209H,,RFM - SAW Filter,"wireless,base",SF2209H, -30 to +85,85,-30
SF2214E,,RFM - SAW Filter,"wireless,base",SF2214E, -30 to +80,80,-30
SF2225E,,RFM - SAW Filter,"wireless,base",SF2225E, -30 to +85,85,-30
SF2226E,,RFM - SAW Filter,"wireless,base",SF2226E, -30 to +85,85,-30
SF2227A,,RFM - SAW Filter,"wireless,base",SF2227A, -30 to +80,80,-30
SF2238E,,RFM - SAW Filter,"wireless,base",SF2238E, -30 to +85,85,-30
SF2239E,,RFM - SAW Filter,"wireless,base",SF2239E, -30 to +85,85,-30
SF2240E,,RFM - SAW Filter,"wireless,base",SF2240E, -30 to +85,85,-30
SF2241E,,RFM - SAW Filter,"wireless,base",SF2241E, -30 to +85,85,-30
SF2254E,,RFM - SAW Filter,"wireless,base",SF2254E, -30 to +85,85,-30
SF2255E,,RFM - SAW Filter,"wireless,base",SF2255E, -30 to +85,85,-30
SF2307D,,RFM - SAW Filter,"wireless,base",SF2307D, -30 to +80,80,-30
SF2310A,,RFM - SAW Filter,"wireless,base",SF2310A, -30 to +80,80,-30
SF2332B,,RFM - SAW Filter,"wireless,base",SF2332B, -30 to +85,85,-30
SF2345E-1,,RFM - SAW Filter,"wireless,base",SF2345E-1, -30 to +100,100,-30
SF2368E,,RFM - SAW Filter,"wireless,base",SF2368E, -30 to +85,85,-30
SF2369E,,RFM - SAW Filter,"wireless,base",SF2369E, -30 to +85,85,-30
SF2378E,,RFM - SAW Filter,"wireless,base",SF2378E, -30 to +85,85,-30
SF2380E,,RFM - SAW Filter,"wireless,base",SF2380E, -30 to +85,85,-30
SF2391E,,RFM - SAW Filter,"wireless,base",SF2391E, -30 to +105,105,-30
SF1080A,,RFM - SAW Filter,"wireless,base",SF1080A, -25 to +75,75,-25
SF1177A,,RFM - SAW Filter,"wireless,base",SF1177A, -25 to +85,85,-25
SF1183G,,RFM - SAW Filter,"wireless,base",SF1183G, -25 to +85,85,-25
SF2141B,,RFM - SAW Filter,"wireless,base",SF2141B, -25 to +85,85,-25
SF2205E,,RFM - SAW Filter,"wireless,base",SF2205E, -25 to +75,75,-25
PX1002,,RFM - SAW Filter,"wireless,base",PX1002, -20 to +70,70,-20
PX1004,,RFM - SAW Filter,"wireless,base",PX1004, -20 to +70,70,-20
PX1004-1,,RFM - SAW Filter,"wireless,base",PX1004-1, -20 to +70,70,-20
RF3702D,,RFM - SAW Filter,"wireless,base",RF3702D, -20 to +70,70,-20
SF1059A,,RFM - SAW Filter,"wireless,base",SF1059A, -20 to +70,70,-20
SF1111A,,RFM - SAW Filter,"wireless,base",SF1111A, -20 to +70,70,-20
SF1120B,,RFM - SAW Filter,"wireless,base",SF1120B, -20 to +75,75,-20
SF1174D,,RFM - SAW Filter,"wireless,base",SF1174D, -20 to +70,70,-20
SF1183E,,RFM - SAW Filter,"wireless,base",SF1183E, -20 to +85,85,-20
SF1197B,,RFM - SAW Filter,"wireless,base",SF1197B, -20 to +80,80,-20
SF2008D,,RFM - SAW Filter,"wireless,base",SF2008D, -20 to +70,70,-20
SF2053E,,RFM - SAW Filter,"wireless,base",SF2053E, -20 to +60,60,-20
SF2062A,,RFM - SAW Filter,"wireless,base",SF2062A, -20 to +80,80,-20
SF2133E,,RFM - SAW Filter,"wireless,base",SF2133E, -20 to +70,70,-20
SF2137D,,RFM - SAW Filter,"wireless,base",SF2137D, -20 to +70,70,-20
SF2145B,,RFM - SAW Filter,"wireless,base",SF2145B, -20 to +70,70,-20
SF2156B,,RFM - SAW Filter,"wireless,base",SF2156B, -20 to +70,70,-20
SF2161E,,RFM - SAW Filter,"wireless,base",SF2161E, -20 to +70,70,-20
SF2177E-1,,RFM - SAW Filter,"wireless,base",SF2177E-1, -20 to +50,50,-20
SF2189A,,RFM - SAW Filter,"wireless,base",SF2189A, -20 to +85,85,-20
SF2191E,,RFM - SAW Filter,"wireless,base",SF2191E, -20 to +75,75,-20
SF2204E,,RFM - SAW Filter,"wireless,base",SF2204E, -20 to +70,70,-20
SF2208E,,RFM - SAW Filter,"wireless,base",SF2208E, -20 to +70,70,-20
SF2215E,,RFM - SAW Filter,"wireless,base",SF2215E, -20 to +75,75,-20
SF2218D,,RFM - SAW Filter,"wireless,base",SF2218D, -20 to +70,70,-20
SF2233E,,RFM - SAW Filter,"wireless,base",SF2233E, -20 to +85,85,-20
SF2236E,,RFM - SAW Filter,"wireless,base",SF2236E, -20 to +75,75,-20
SF2236G,,RFM - SAW Filter,"wireless,base",SF2236G, -20 to +75,75,-20
SF2243A,,RFM - SAW Filter,"wireless,base",SF2243A, -20 to +70,70,-20
SF2244A,,RFM - SAW Filter,"wireless,base",SF2244A, -20 to +70,70,-20
SF2250E,,RFM - SAW Filter,"wireless,base",SF2250E,,70,-20
SF2250E-1,,RFM - SAW Filter,"wireless,base",SF2250E-1, -20 to +70,70,-20
SF2275E,,RFM - SAW Filter,"wireless,base",SF2275E, -20 to +75,75,-20
SF2276D-2,,RFM - SAW Filter,"wireless,base",SF2276D-2, -20 to +80,80,-20
SF2294E,,RFM - SAW Filter,"wireless,base",SF2294E, -20 to +75,75,-20
SF2331B,,RFM - SAW Filter,"wireless,base",SF2331B, -20 to +70,70,-20
SF2349D,,RFM - SAW Filter,"wireless,base",SF2349D, -20 to +65,65,-20
RF3619D,,RFM - SAW Filter,"wireless,base",RF3619D, -10 to +60,60,-10
SF1056A,,RFM - SAW Filter,"wireless,base",SF1056A, -10 to +60,60,-10
SF1088A,,RFM - SAW Filter,"wireless,base",SF1088A, -10 to +85,85,-10
SF1091A,,RFM - SAW Filter,"wireless,base",SF1091A, -10 to +85,85,-10
SF1092A,,RFM - SAW Filter,"wireless,base",SF1092A, -10 to +85,85,-10
SF1174B,,RFM - SAW Filter,"wireless,base",SF1174B, -10 to +85,85,-10
SF1188C,,RFM - SAW Filter,"wireless,base",SF1188C, -10 to +50,50,-10
SF1189B,,RFM - SAW Filter,"wireless,base",SF1189B, -10 to +85,85,-10
SF1189B-1,,RFM - SAW Filter,"wireless,base",SF1189B-1, -10 to +85,85,-10
SF2065C,,RFM - SAW Filter,"wireless,base",SF2065C, -10 to +60,60,-10
SF2235G,,RFM - SAW Filter,"wireless,base",SF2235G, -10 to +75,75,-10
SF2270A,,RFM - SAW Filter,"wireless,base",SF2270A, -10 to +70,70,-10
SF2280E,,RFM - SAW Filter,"wireless,base",SF2280E, -10 to +55,55,-10
SF2296C,,RFM - SAW Filter,"wireless,base",SF2296C, -10 to +55,55,-10
SF2320C,,RFM - SAW Filter,"wireless,base",SF2320C, -10 to +50,50,-10
SF2344D,,RFM - SAW Filter,"wireless,base",SF2344D, -10 to +85,85,-10
SF1081A,,RFM - SAW Filter,"wireless,base",SF1081A, -5 to +70,70,-5
SF1194A,,RFM - SAW Filter,"wireless,base",SF1194A, -5 to +85,85,-5
SF2259H-1,,RFM - SAW Filter,"wireless,base",SF2259H-1, 0 to +50,50,0
SF2210D,,RFM - SAW Filter,"wireless,base",SF2210D,15 to +35,35,15
SF2055A,,RFM - SAW Filter,"wireless,base",SF2055A,0 to +60,60,0
SF2219A,,RFM - SAW Filter,"wireless,base",SF2219A,0 to +70,70,0
SF2220C,,RFM - SAW Filter,"wireless,base",SF2220C,0 to +70,70,0
SF2221A,,RFM - SAW Filter,"wireless,base",SF2221A,0 to +70,70,0
SF2352H,,RFM - SAW Filter,"wireless,base",SF2352H,0 to +55,55,0
