sku,name,efficiency,input_current,vin_range,mounting_type,i1out,i2out,output_power_total_w,v1out_vdc,v1out_vdc_number,v1out_range_vdc,v2out_vdc,v3out_vdc,package_style,quality,ripple_noise,store_view_code,errors
NMR100PC,,76.5,255,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,10,murataps_store_view,
NMA1505DC,,71,91,"13.5 to 16.5","Through Hole",0.1," -0.1",1,5,5,," -5",,DIP,,10,murataps_store_view,
NMA1512DC,,78,87,"13.5 to 16.5","Through Hole",0.042," -0.042",1,12,12,," -12",,DIP,,7.5,murataps_store_view,
NMG0524SC,,85,465,"4.5 to 5.5","Through Hole",0.083,,2,24,24,,,,SIP,UL60950,35,murataps_store_view,
NMG1224SC,,86.5,190,"10.8 to 13.2","Through Hole",0.083,,2,24,24,,,,SIP,UL60950,25,murataps_store_view,
NMG1505SC,,83,160,"13.5 to 16.5","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,40,murataps_store_view,
NMG1509SC,,86.5,155,"13.5 to 16.5","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,25,murataps_store_view,
NMG1512SC,,87.5,150,"13.5 to 16.5","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,25,murataps_store_view,
NMG1515SC,,88,150,"13.5 to 16.5","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,25,murataps_store_view,
NMG2405SC,,84,100,"21.6 to 26.4","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,40,murataps_store_view,
NMG2409SC,,87.5,95,"21.6 to 26.4","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,30,murataps_store_view,
NMG2412SC,,88,95,"21.6 to 26.4","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,25,murataps_store_view,
NMG2415SC,,88.5,95,"21.6 to 26.4","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,30,murataps_store_view,
NME0505DPC,,77,255,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,DIP,UL60950,11,murataps_store_view,
NKA0303SC,,74,407,"2.97 to 3.63","Through Hole",0.152," -0.152",1,3.3,3.3,," -3.3",,SIP,,80,murataps_store_view,
NKA0305SC,,79,383,"2.97 to 3.63","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,,75,murataps_store_view,
NKA0312DC,,78,390,"2.97 to 3.63","Through Hole",0.042," -0.042",1,12,12,," -12",,DIP,,60,murataps_store_view,
NKA0312SC,,78,390,"2.97 to 3.63","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,,60,murataps_store_view,
NKA0315SC,,79,384,"2.97 to 3.63","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,,60,murataps_store_view,
NKA0503SC,,77,259,"4.5 to 5.5","Through Hole",0.152," -0.152",1,3.3,3.3,," -3.3",,SIP,,80,murataps_store_view,
NKA0505SC,,70,285,"4.5 to 5.5","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,,75,murataps_store_view,
NKA0509SC,,76,263,"4.5 to 5.5","Through Hole",0.056," -0.056",1,9,9,," -9",,SIP,,65,murataps_store_view,
NKA0512SC,,78,255,"4.5 to 5.5","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,,60,murataps_store_view,
NKA0515SC,,79,253,"4.5 to 5.5","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,,60,murataps_store_view,
NKA1205SC,,74,112,"10.8 to 13.2","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,,75,murataps_store_view,
NKA1209SC,,79,106,"10.8 to 13.2","Through Hole",0.056," -0.056",1,9,9,," -9",,SIP,,65,murataps_store_view,
NKA1212SC,,81,104,"10.8 to 13.2","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,,60,murataps_store_view,
NKA1215DC,,82,102,"10.8 to 13.2","Through Hole",0.033," -0.033",1,15,15,," -15",,DIP,,60,murataps_store_view,
NKA1215SC,,82,102,"10.8 to 13.2","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,,60,murataps_store_view,
NMJ0303SAC,,65,,"2.97 to 3.63","Through Hole",0.303,,1,3.3,3.3,,,,SIP,UL60950,70,murataps_store_view,
NMJ0503SAC,,64,,"4.5 to 5.5","Through Hole",0.303,,1,3.3,3.3,,,,SIP,UL60950,60,murataps_store_view,
MEU1S0303ZC,,76,385,"2.97 to 3.63","Through Hole",0.303,,1,3.3,3.3,,,,ZIP,UL60950,50,murataps_store_view,
MEU1S0305ZC,,79,373,"2.97 to 3.63","Through Hole",0.2,,1,5,5,,,,ZIP,UL60950,45,murataps_store_view,
MEU1S0309ZC,,79,376,"2.97 to 3.63","Through Hole",0.111,,1,9,9,,,,ZIP,UL60950,40,murataps_store_view,
MEU1S0312ZC,,81,369,"2.97 to 3.63","Through Hole",0.083,,1,12,12,,,,ZIP,UL60950,40,murataps_store_view,
MEU1S0503ZC,,77,249,"4.5 to 5.5","Through Hole",0.303,,1,3.3,3.3,,,,ZIP,UL60950,50,murataps_store_view,
MEU1S0505ZC,,81,244,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,ZIP,UL60950,45,murataps_store_view,
MEU1S0509ZC,,81,245,"4.5 to 5.5","Terminal Block",0.111,,1,9,9,,,,ZIP,UL60950,40,murataps_store_view,
MEU1S0512ZC,,83,239,"4.5 to 5.5","Through Hole",0.083,,1,12,12,,,,ZIP,UL60950,40,murataps_store_view,
MEU1S0515ZC,,83,239,"4.5 to 5.5","Through Hole",0.067,,1,15,15,,,,ZIP,UL60950,35,murataps_store_view,
MEU1S1205ZC,,83,100,"10.8 to 13.2","Through Hole",0.2,,1,5,5,,,,ZIP,UL60950,45,murataps_store_view,
MEU1S1209ZC,,84,100,"10.8 to 13.2","Through Hole",0.111,,1,9,9,,,,ZIP,UL60950,40,murataps_store_view,
MEU1S1212ZC,,86,100,"10.8 to 13.2","Through Hole",0.083,,1,12,12,,,,ZIP,UL60950,40,murataps_store_view,
MEU1S1215ZC,,87,100,"10.8 to 13.2","Through Hole",0.067,,1,15,15,,,,ZIP,UL60950,40,murataps_store_view,
MGJ2D241709SC,,83,105,"21.6 to 26.4","Through Hole",0.8,0.4,2,17,17,," -9",,SIP,,30,murataps_store_view,
MGJ6D12H24MC,,84,600,"9 to 18","Surface Mount",0.125,0.125,6,24,24,,24,,SMD,,100,murataps_store_view,
MGJ6D24H24MC,,85,300,"18 to 36","Surface Mount",0.125,0.125,6,24,24,,24,,SMD,,100,murataps_store_view,
MGJ6T12F24MC,,80,600,"9 to 18","Surface Mount",0.0625,0.0625,6,24,24,,24,24,SMD,,150,murataps_store_view,
MGJ6T24F24MC,,85,300,"18 to 36","Surface Mount",0.0625,0.0625,6,24,24,,24,24,SMD,,150,murataps_store_view,
CRE1S0505MC,,68,294,"4.5 to 5.5","Surface Mount",0.2,,1,5,5,,,,SMD,,62,murataps_store_view,
CRE1S0505MEC,,82,239,"4.5 to 5.5","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,25,murataps_store_view,
NXJ2S0505MC,,72.5,550,"4.5 to 5.5","Surface Mount",400,,2,5,5,,,,SMD,,50,murataps_store_view,
MGJ3T05150505MC,,78.5,760,"4.5 to 9","Surface Mount",0.12,0.12,3,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1",69,murataps_store_view,
MGJ3T12150505MC,,82,310,"9 to 18","Surface Mount",0.12,0.12,3,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1",85,murataps_store_view,
MGJ3T24150505MC,,81,155,"18 to 36","Surface Mount",0.12,0.12,3,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1",83,murataps_store_view,
NMUSB202MC,,,1300,"4.5 to 5.5","Surface Mount",,,,5,5,,,,SMD,"UL60950, ANSI/AAMI ES60601-1 ",,murataps_store_view,
MGJ1D051510MPC,,64,310,"4.5 to 5.5","Surface Mount",0.04,0.04,1,15,15,," -10",,SMD,UL60950,14,murataps_store_view,
MGJ1D051905MPC,,64.5,320,"4.5 to 5.5","Surface Mount",0.042,0.042,1,19,19,," -5",,SMD,UL60950,14,murataps_store_view,
MGJ1D121505MPC,,71.5,115,"10.8 to 13.2","Surface Mount",0.05,0.05,1,15,15,," -5",,SMD,UL60950,10,murataps_store_view,
MGJ1D121509MPC,,73,115,"10.8 to 13.2","Surface Mount",0.042,0.042,1,15,15,," -9",,SMD,UL60950,10,murataps_store_view,
MGJ1D121905MPC,,72,115,"10.8 to 13.2","Surface Mount",0.042,0.042,1,19,19,," -5",,SMD,UL60950,10,murataps_store_view,
MGJ1D241505MPC,,64,65,"21.6 to 26.4","Surface Mount",0.05,0.05,1,15,15,," -5",,SMD,UL60950,15,murataps_store_view,
MGJ1D241509MPC,,64,65,"21.6 to 26.4","Surface Mount",0.042,0.042,1,15,15,," -9",,SMD,UL60950,15,murataps_store_view,
MGJ1D241905MPC,,64,65,"21.6 to 26.4","Surface Mount",0.042,0.042,1,19,19,," -5",,SMD,UL60950,15,murataps_store_view,
MGJ6D051510LMC,,79,1500,"4.5 to 9","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,murataps_store_view,
MGJ6D121510LMC,,79,630,"9 to 18","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,murataps_store_view,
MGJ6D241510LMC,,81,310,"18 to 36","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,murataps_store_view,
MGJ6D052005LMC,,79,1500,"4.5 to 9","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,murataps_store_view,
MGJ6D122005LMC,,79,630,"9 to 18","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,murataps_store_view,
MGJ6D242005LMC,,81,310,"18 to 36","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,murataps_store_view,
MGJ6D051505LMC,,79,1500,"4.5 to 9","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,murataps_store_view,
MGJ6D121505LMC,,79,630,"9 to 18","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,murataps_store_view,
MGJ6D241505LMC,,81,310,"18 to 36","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,murataps_store_view,
MGJ6Q12P24MC,,84,600,"9 to 18","Surface Mount",0.042,0.042,6,24,24,,24,24,SMD,,70,murataps_store_view,
MGJ6Q24P24MC,,85,300,"18 to 36","Surface Mount",0.042,0.042,6,24,24,,24,24,SMD,,70,murataps_store_view,
MGJ1D151505MPC,,69,95,"13.5 to 16.5","Surface Mount",0.05,0.05,1,15,15,," -5",,SMD,UL60950,8,murataps_store_view,
MGJ1D151509MPC,,69,95,"13.5 to 16.5","Surface Mount",0.042,0.042,1,15,15,," -9",,SMD,UL60950,8,murataps_store_view,
MGJ1D151905MPC,,69,95,"13.5 to 16.5","Surface Mount",0.042,0.042,1,19,19,," -5",,SMD,UL60950,8,murataps_store_view,
NMUSB2022PMC,,,1300,"4.5 to 5.5","Surface Mount",,,,5,5,,,,SMD,,,murataps_store_view,
MGJ6D051510WMC,,77.5,1500,"4.5 to 9","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,,105,murataps_store_view,
MGJ6D121510WMC,,80,620,"9 to 18","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,,105,murataps_store_view,
MGJ6D241510WMC,,81.5,300,"18 to 36","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,,105,murataps_store_view,
MGJ6D052005WMC,,77.5,1500,"4.5 to 9","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,,105,murataps_store_view,
MGJ6D122005WMC,,80,620,"9 to 18","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,,105,murataps_store_view,
MGJ6D242005WMC,,81.5,300,"18 to 36","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,,105,murataps_store_view,
MGJ6D051505WMC,,77.5,1500,"4.5 to 9","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,,105,murataps_store_view,
MGJ6D121505WMC,,80,620,"9 to 18","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,,105,murataps_store_view,
MGJ6D241505WMC,,81.5,300,"18 to 36","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,,105,murataps_store_view,
MGJ6D05H24MC,,79.5,1500,"4.5 to 9","Surface Mount",0.125,0.125,6,24,24,,24,,SMD,,100,murataps_store_view,
MGJ6T05F24MC,,80,1500,"4.5 to 9","Surface Mount",0.0625,0.0625,6,24,24,,24,24,SMD,,100,murataps_store_view,
MGJ6Q05P24MC,,79.5,1500,"4.5 to 9","Surface Mount",0.042,0.042,6,24,24,,24,24,SMD,,100,murataps_store_view,
NMUSBEVALC,,,,"4.5 to 5.5","Surface Mount",,,,5,5,,,,SMD,"UL60950, ANSI/AAMI ES60601-1 ",,murataps_store_view,
NMUSBEVALEXC,,,,"4.4 to 5.5","Through Hole",,,,5,5,,,,DIP,"UL60950, ANSI/AAMI ES60601-1 ",,murataps_store_view,
NXJ2S1212MC,,75,215,"10.8 to 13.2","Surface Mount",167,,2,12,12,,,,SMD,,30,murataps_store_view,
NXJ2S1215MC,,77.5,215,"10.8 to 13.2","Surface Mount",133,,2,15,15,,,,SMD,,25,murataps_store_view,
NXJ2S2405MC,,76.5,110,"21.6 to 26.4","Surface Mount",400,,2,5,5,,,,SMD,,70,murataps_store_view,
NXJ2S2415MC,,78.5,105,"21.6 to 26.4","Surface Mount",133,,2,15,15,,,,SMD,,20,murataps_store_view,
NXF1S0303MC,,59,510,3.135-3.465,"Surface Mount",303,,1,3.3,3.3,,,,SMD,,10,murataps_store_view,
NXF1S0305MC,,59,510,3.135-3.465,"Surface Mount",200,,1,5,5,,,,SMD,,15,murataps_store_view,
NXF1S0505MC,,64.5,310,"4.75 to 5.25","Surface Mount",200,,1,5,5,,,,SMD,,15,murataps_store_view,
MTE1S0303MC,,78,382,"2.97 to 3.63","Surface Mount",0.303,,1,3.3,3.3,,,,SMD,UL60950,33,murataps_store_view,
MTE1S0305MC,,82,363,"2.97 to 3.63","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,24,murataps_store_view,
MTE1S0309MC,,85,353,"2.97 to 3.63","Surface Mount",0.111,,1,9,9,,,,SMD,UL60950,17,murataps_store_view,
MTE1S0312MC,,86,348,"2.97 to 3.63","Surface Mount",0.083,,1,12,12,,,,SMD,UL60950,15,murataps_store_view,
MTE1S0315MC,,86,346,"2.97 to 3.63","Surface Mount",0.067,,1,15,15,,,,SMD,UL60950,13,murataps_store_view,
MTE1S0503MC,,79,248,"4.5 to 5.5","Surface Mount",0.303,,1,3.3,3.3,,,,SMD,UL60950,24,murataps_store_view,
MTE1S0505MC,,82,239,"4.5 to 5.5","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,20,murataps_store_view,
MTE1S0506MC,,84,236,"4.5 to 5.5","Surface Mount",0.167,,1,6,6,,,,SMD,UL60950,20,murataps_store_view,
MTE1S0509MC,,85,233,"4.5 to 5.5","Surface Mount",0.111,,1,9,9,,,,SMD,UL60950,15,murataps_store_view,
MTE1S0512MC,,87,227,"4.5 to 5.5","Surface Mount",0.083,,1,12,12,,,,SMD,UL60950,14,murataps_store_view,
MTE1S0515MC,,88,225,"4.5 to 5.5","Surface Mount",0.067,,1,15,15,,,,SMD,UL60950,11,murataps_store_view,
MTE1S1205MC,,84,97,"10.8 to 13.2","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,19,murataps_store_view,
MTE1S1209MC,,86,95,"10.8 to 13.2","Surface Mount",0.111,,1,9,9,,,,SMD,UL60950,13,murataps_store_view,
MTE1S1212MC,,88,93,"10.8 to 13.2","Surface Mount",0.083,,1,12,12,,,,SMD,UL60950,12,murataps_store_view,
MTE1S1215MC,,88,93,"10.8 to 13.2","Surface Mount",0.067,,1,15,15,,,,SMD,UL60950,11,murataps_store_view,
MTE1S1505MC,,83,79,"13.5 to 16.5","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,15,murataps_store_view,
MTE1S1509MC,,86,77,"13.5 to 16.5","Surface Mount",0.111,,1,9,9,,,,SMD,UL60950,9,murataps_store_view,
MTE1S1512MC,,87,76,"13.5 to 16.5","Surface Mount",0.083,,1,12,12,,,,SMD,UL60950,10,murataps_store_view,
MTE1S1515MC,,88,75,"13.5 to 16.5","Surface Mount",0.067,,1,15,15,,,,SMD,UL60950,8,murataps_store_view,
MTE1S2405MC,,83,5,"21.6 to 26.4","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,20,murataps_store_view,
MTE1S2409MC,,86,48,"21.6 to 26.4","Surface Mount",0.111,,1,9,9,,,,SMD,UL60950,19,murataps_store_view,
MTE1S2412MC,,87,48,"21.6 to 26.4","Surface Mount",0.083,,1,12,12,,,,SMD,UL60950,19,murataps_store_view,
MTE1S2415MC,,88,48,"21.6 to 26.4","Surface Mount",0.067,,1,15,15,,,,SMD,UL60950,22,murataps_store_view,
MEJ1S0303SC,,70,410,"2.97 to 3.63","Through Hole",0.303,,1,3.3,3.3,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",42,murataps_store_view,
MEJ1S0305SC,,71.5,400,"2.97 to 3.63","Through Hole",0.2,,1,5,5,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",33,murataps_store_view,
MEJ1S0503SC,,69,280,"4.5 to 5.5","Through Hole",0.303,,1,3.3,3.3,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",20,murataps_store_view,
MEJ1S0505SC,,72,270,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",24,murataps_store_view,
MEJ1S0509SC,,74,265,"4.5 to 5.5","Through Hole",0.111,,1,9,9,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",20,murataps_store_view,
MEJ1S0512SC,,74,260,"4.5 to 5.5","Through Hole",0.083,,1,12,12,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",22,murataps_store_view,
MEJ1S0515SC,,75,260,"4.5 to 5.5","Through Hole",0.066,,1,15,15,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",22,murataps_store_view,
MEJ1S1203SC,,72,110,"10.8 to 13.2","Through Hole",0.303,,1,3.3,3.3,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",25,murataps_store_view,
MEJ1S1205SC,,74.5,110,"10.8 to 13.2","Through Hole",0.2,,1,5,5,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",21,murataps_store_view,
MEJ1S1209SC,,76.5,105,"10.8 to 13.2","Through Hole",0.111,,1,9,9,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",18,murataps_store_view,
MEJ1S1212SC,,76.5,105,"10.8 to 13.2","Through Hole",0.083,,1,12,12,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",19,murataps_store_view,
MEJ1S1215SC,,77,105,"10.8 to 13.2","Through Hole",0.066,,1,15,15,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",16,murataps_store_view,
MEJ1S1505SC,,74,90,"13.5 to 16.5","Through Hole",0.2,,1,5,5,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",23,murataps_store_view,
MEJ1S1509SC,,76,85,"13.5 to 16.5","Through Hole",0.111,,1,9,9,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",18,murataps_store_view,
MEJ1S1512SC,,76.5,85,"13.5 to 16.5","Through Hole",0.083,,1,12,12,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",20,murataps_store_view,
MEJ1S1515SC,,76.5,85,"13.5 to 16.5","Through Hole",0.066,,1,15,15,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",19,murataps_store_view,
NCS6S1203C,,78,550,"9 to 36","Through Hole",1.52,,6,3.3,3.3,,,,DIP,UL60950,30,murataps_store_view,
NCS12S1203C,,83.5,1200,"9 to 36","Through Hole",3.64,,12,3.3,3.3,,,,DIP,,60,murataps_store_view,
NCS12S1205C,,88,1100,"9 to 36","Through Hole",2.4,,12,5,5,,,,DIP,,50,murataps_store_view,
NCS12S1212C,,84.5,1200,"9 to 36","Through Hole",1,,12,12,12,,,,DIP,,80,murataps_store_view,
NCS12S1215C,,85.5,1200,"9 to 36","Through Hole",0.8,,12,15,15,,,,DIP,,100,murataps_store_view,
NCS12D1205C,,81.5,1250,"9 to 36","Through Hole",1.2," -1.2",12,5,5,," -5",,DIP,,35,murataps_store_view,
NCS12D1212C,,85,1200,"9 to 36","Through Hole",0.5," -0.5",12,12,12,," -12",,DIP,,40,murataps_store_view,
NCS12D1215C,,86,1500,"9 to 36","Through Hole",0.4," -0.4",12,15,15,," -15",,DIP,,55,murataps_store_view,
MGJ2D242005SC,,82,90,"21.6 to 26.4","Through Hole",0.08,0.04,2,20,20,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D241509SC,,82,80,"21.6 to 26.4","Through Hole",0.08,0.04,2,15,15,," -8.7",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D241505SC,,80.5,75,"21.6 to 26.4","Through Hole",0.08,0.04,2,15,15,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D152005SC,,81,145,"13.5 to 16.5","Through Hole",0.08,0.04,2,20,20,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D151509SC,,80,130,"13.5 to 16.5","Through Hole",0.08,0.04,2,15,15,," -8.7",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D151505SC,,80,120,"13.5 to 16.5","Through Hole",0.08,0.04,2,15,15,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D122005SC,,82,195,"10.8 to 13.2","Through Hole",0.08,0.04,2,20,20,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D121509SC,,80,155,"10.8 to 13.2","Through Hole",0.08,0.04,2,15,15,," -8.7",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D121505SC,,80,150,"10.8 to 13.2","Through Hole",0.08,0.04,2,15,15,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D052005SC,,78.5,440,"4.5 to 5.5","Through Hole",0.08,0.04,2,20,20,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D051509SC,,77.5,390,"4.5 to 5.5","Through Hole",0.08,0.04,2,15,15,," -8.7",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D051505SC,,76,360,"4.5 to 5.5","Through Hole",0.08,0.04,2,15,15,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1",30,murataps_store_view,
MGJ2D051515SC,,78,492,"4.5 to 5.5","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,"UL60950, ANSI/AAMI ES60601-1",20,murataps_store_view,
MGJ2D121515SC,,82,203,"10.8 to 13.2","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,"UL60950, ANSI/AAMI ES60601-1",24,murataps_store_view,
MGJ2D151515SC,,79,167,"13.5 to 16.5","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,"UL60950, ANSI/AAMI ES60601-1",23,murataps_store_view,
MGJ6D051510DC,,80,1500,"4.5 to 9","Through Hole",0.24,0.24,6,15,15,," -10",,DIP,"UL60950, ANSI/AAMI ES60601-1",150,murataps_store_view,
MGJ6D121510DC,,80,620,"9 to 18","Through Hole",0.24,0.24,6,15,15,," -10",,DIP,"UL60950, ANSI/AAMI ES60601-1",150,murataps_store_view,
MGJ6D241510DC,,82,300,"18 to 36","Through Hole",0.24,0.24,6,15,15,," -10",,DIP,"UL60950, ANSI/AAMI ES60601-1",150,murataps_store_view,
MGJ6D052005DC,,80,1500,"4.5 to 9","Through Hole",0.24,0.24,6,20,20,," -5",,DIP,"UL60950, ANSI/AAMI ES60601-1",150,murataps_store_view,
MGJ6D122005DC,,80,620,"9 to 18","Through Hole",0.24,0.24,6,20,20,," -5",,DIP,"UL60950, ANSI/AAMI ES60601-1",150,murataps_store_view,
MGJ6D242005DC,,82,300,"18 to 36","Through Hole",0.24,0.24,6,20,20,," -5",,DIP,"UL60950, ANSI/AAMI ES60601-1",150,murataps_store_view,
MGJ6D051505DC,,80,1500,"4.5 to 9","Through Hole",0.3,0.3,6,15,15,," -5",,DIP,"UL60950, ANSI/AAMI ES60601-1",150,murataps_store_view,
MGJ6D121505DC,,80,620,"9 to 18","Through Hole",0.3,0.3,6,15,15,," -5",,DIP,"UL60950, ANSI/AAMI ES60601-1",150,murataps_store_view,
MGJ6D241505DC,,82,300,"18 to 36","Through Hole",0.3,0.3,6,15,15,," -5",,DIP,"UL60950, ANSI/AAMI ES60601-1",150,murataps_store_view,
MGJ2D152003SC,,81,150,"13.5 to 16.5","Through Hole",0.08,0.08,2,20,20,," -3.5",,SIP,"UL60950 & ES60601-1",30,murataps_store_view,
MEV1D0505DC,,85,233,"4.5 to 5.5","Through Hole",0.1," -0.1",1,5,5,," -5",,DIP,UL60950,14,murataps_store_view,
MEV1D0509DC,,87,228,"4.5 to 5.5","Through Hole",0.056," -0.056",1,9,9,," -9",,DIP,UL60950,11,murataps_store_view,
MEV1D0512DC,,87.5,228,"4.5 to 5.5","Through Hole",0.042," -0.042",1,12,12,," -12",,DIP,UL60950,9,murataps_store_view,
MEV1D0515DC,,88,225,"4.5 to 5.5","Through Hole",0.033," -0.033",1,15,15,," -15",,DIP,UL60950,9,murataps_store_view,
MEV1D1205DC,,85,98,"10.8 to 13.2","Through Hole",0.1," -0.1",1,5,5,," -5",,DIP,UL60950,13,murataps_store_view,
MEV1D1209DC,,87,95,"10.8 to 13.2","Through Hole",0.056," -0.056",1,9,9,," -9",,DIP,UL60950,10,murataps_store_view,
MEV1D1212DC,,89.5,93,"10.8 to 13.2","Through Hole",0.042," -0.042",1,12,12,," -12",,DIP,UL60950,8,murataps_store_view,
MEV1D1215DC,,88.5,94,"10.8 to 13.2","Through Hole",0.033," -0.033",1,15,15,," -15",,DIP,UL60950,7,murataps_store_view,
MEV1D1505DC,,84.5,78,"13.5 to 16.5","Through Hole",0.1," -0.1",1,5,5,," -5",,DIP,UL60950,14,murataps_store_view,
MEV1D1509DC,,87,76,"13.5 to 16.5","Through Hole",0.056," -0.056",1,9,9,," -9",,DIP,UL60950,10,murataps_store_view,
MEV1D1512DC,,88,76,"13.5 to 16.5","Through Hole",0.042," -0.042",1,12,12,," -12",,DIP,UL60950,8,murataps_store_view,
MEV1D1515DC,,90.5,75,"13.5 to 16.5","Through Hole",0.033," -0.033",1,15,15,," -15",,DIP,UL60950,7,murataps_store_view,
MEV1D2405DC,,84,49,"21.6 to 26.4","Through Hole",0.1," -0.1",1,5,5,," -5",,DIP,UL60950,13,murataps_store_view,
MEV1D2409DC,,86,47,"21.6 to 26.4","Through Hole",0.056," -0.056",1,9,9,," -9",,DIP,UL60950,12,murataps_store_view,
MEV1D2412DC,,88,47,"21.6 to 26.4","Through Hole",0.042," -0.042",1,12,12,," -12",,DIP,UL60950,10,murataps_store_view,
