sku,name,dimension,dimensions_mm,store_view_code
MGJ6D24H24MC,MGJ6D24H24MC,0.890 x 1.162 x 0.553,22.61 x 29.51 x 14.05,power_store_view
MGJ6D05H24MC,MGJ6D05H24MC,0.890 x 1.162 x 0.553,22.61 x 29.51 x 14.05,power_store_view
MGJ6T05150505MC,MGJ6T05150505MC,0.890 x 1.230 x 0.559,22.61 x 31.24 x 14.15,power_store_view
MGJ6T12150505MC,MGJ6T12150505MC,0.890 x 1.230 x 0.559,22.61 x 31.24 x 14.15,power_store_view
MGJ6T24150505MC,MGJ6T24150505MC,0.890 x 1.230 x 0.559,22.61 x 31.24 x 14.15,power_store_view
MGJ6T12F24MC,MGJ6T12F24MC,0.890 x 1.635 x 0.553,22.61 x 41.53 x 14.05,power_store_view
MGJ6T24F24MC,MGJ6T24F24MC,0.890 x 1.635 x 0.553,22.61 x 41.53 x 14.05,power_store_view
MGJ6T05F24MC,MGJ6T05F24MC,0.890 x 1.635 x 0.553,22.61 x 41.53 x 14.05,power_store_view
MGJ6Q12P24MC,MGJ6Q12P24MC,0.890 x 1.735 x 0.533,22.61 x 44.07 x 14.05,power_store_view
MGJ6Q24P24MC,MGJ6Q24P24MC,0.890 x 1.735 x 0.533,22.61 x 44.07 x 14.05,power_store_view
MGJ6Q05P24MC,MGJ6Q05P24MC,0.890 x 1.735 x 0.533,22.61 x 44.07 x 14.05,power_store_view
NMUSB2022PMC,NMUSB2022PMC,0.910 x 0.940 x 0.554,23.11 x 23.88 x 13.87,power_store_view
NMUSB202MC,NMUSB202MC,0.910 x 0.940 x 0.556,23.11 x 23.88 x 14.19,power_store_view
MGJ6D051510LMC,MGJ6D051510LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,power_store_view
MGJ6D121510LMC,MGJ6D121510LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,power_store_view
MGJ6D241510LMC,MGJ6D241510LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,power_store_view
MGJ6D052005LMC,MGJ6D052005LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,power_store_view
MGJ6D122005LMC,MGJ6D122005LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,power_store_view
MGJ6D242005LMC,MGJ6D242005LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,power_store_view
MGJ6D051505LMC,MGJ6D051505LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,power_store_view
MGJ6D121505LMC,MGJ6D121505LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,power_store_view
MGJ6D241505LMC,MGJ6D241505LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,power_store_view
MGJ6D051510DC,MGJ6D051510DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,power_store_view
MGJ6D121510DC,MGJ6D121510DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,power_store_view
MGJ6D241510DC,MGJ6D241510DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,power_store_view
MGJ6D052005DC,MGJ6D052005DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,power_store_view
MGJ6D122005DC,MGJ6D122005DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,power_store_view
MGJ6D242005DC,MGJ6D242005DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,power_store_view
MGJ6D051505DC,MGJ6D051505DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,power_store_view
MGJ6D121505DC,MGJ6D121505DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,power_store_view
MGJ6D241505DC,MGJ6D241505DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,power_store_view
MGJ6D051510WMC,MGJ6D051510WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,power_store_view
MGJ6D121510WMC,MGJ6D121510WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,power_store_view
MGJ6D241510WMC,MGJ6D241510WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,power_store_view
MGJ6D052005WMC,MGJ6D052005WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,power_store_view
MGJ6D122005WMC,MGJ6D122005WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,power_store_view
MGJ6D242005WMC,MGJ6D242005WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,power_store_view
MGJ6D051505WMC,MGJ6D051505WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,power_store_view
MGJ6D121505WMC,MGJ6D121505WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,power_store_view
MGJ6D241505WMC,MGJ6D241505WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,power_store_view
NDS6D2405C,NDS6D2405C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6D2405EC,NDS6D2405EC,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6D2412C,NDS6D2412C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6D2412EC,NDS6D2412EC,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6D2415C,NDS6D2415C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6D2415EC,NDS6D2415EC,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6S2405C,NDS6S2405C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6S2405EC,NDS6S2405EC,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6S2412C,NDS6S2412C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6S2412EC,NDS6S2412EC,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6S2415C,NDS6S2415C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NDS6S2415EC,NDS6S2415EC,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NCS6D1205C,NCS6D1205C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NCS6D1212C,NCS6D1212C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NCS6D1215C,NCS6D1215C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NCS6D4805C,NCS6D4805C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NCS6D4812C,NCS6D4812C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NCS6D4815C,NCS6D4815C,1.260 x 0.787 x 0.394,32 x 20 x 10,power_store_view
NCS12S1203C,NCS12S1203C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,power_store_view
NCS12S1205C,NCS12S1205C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,power_store_view
NCS12S1212C,NCS12S1212C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,power_store_view
NCS12S1215C,NCS12S1215C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,power_store_view
NCS12D1205C,NCS12D1205C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,power_store_view
NCS12D1212C,NCS12D1212C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,power_store_view
NCS12D1215C,NCS12D1215C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,power_store_view
NCM6S1215EC,NCM6S1215EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S1212EC,NCM6S1212EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S1205EC,NCM6S1205EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S1203EC,NCM6S1203EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S0515EC,NCM6S0515EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S0512EC,NCM6S0512EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S0505EC,NCM6S0505EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S0503EC,NCM6S0503EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S1215C,NCM6S1215C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S1212C,NCM6S1212C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S1205C,NCM6S1205C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S1203C,NCM6S1203C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S0515C,NCM6S0515C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S0512C,NCM6S0512C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S0505C,NCM6S0505C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6S0503C,NCM6S0503C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D4815EC,NCM6D4815EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D4812EC,NCM6D4812EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D4805EC,NCM6D4805EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D1215EC,NCM6D1215EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D1212EC,NCM6D1212EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D1205EC,NCM6D1205EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D0515EC,NCM6D0515EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D0512EC,NCM6D0512EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D0505EC,NCM6D0505EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D4815C,NCM6D4815C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D4812C,NCM6D4812C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D4805C,NCM6D4805C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D1215C,NCM6D1215C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D1212C,NCM6D1212C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D1205C,NCM6D1205C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D0515C,NCM6D0515C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D0512C,NCM6D0512C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NCM6D0505C,NCM6D0505C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,power_store_view
NPH10S2403EIC,NPH10S2403EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S2403IC,NPH10S2403IC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S2405EIC,NPH10S2405EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S2405IC,NPH10S2405IC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S2412EIC,NPH10S2412EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S2412IC,NPH10S2412IC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S2415EIC,NPH10S2415EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S2415IC,NPH10S2415IC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S4803EIC,NPH10S4803EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S4803IC,NPH10S4803IC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S4805EIC,NPH10S4805EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NPH10S4805IC,NPH10S4805IC,1.260 x 0.980 x 0.394,32 x 25 x 10,power_store_view
NDTD1205C,NDTD1205C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD1212C,NDTD1212C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD1215C,NDTD1215C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD2405C,NDTD2405C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD2412C,NDTD2412C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD2415C,NDTD2415C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD4805C,NDTD4805C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD4812C,NDTD4812C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD4815C,NDTD4815C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD0505C,NDTD0505C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD0512C,NDTD0512C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NDTD0515C,NDTD0515C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,power_store_view
NMS0505C,NMS0505C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,power_store_view
NMS0509C,NMS0509C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,power_store_view
NMS0512C,NMS0512C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,power_store_view
NMS0515C,NMS0515C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,power_store_view
NMS1205C,NMS1205C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,power_store_view
NMS1209C,NMS1209C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,power_store_view
NMS1212C,NMS1212C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,power_store_view
NMS1215C,NMS1215C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,power_store_view
NMUSBEVALC,NMUSBEVALC,2.829 x 1.180 x 0.736,71.86 x 30.00 x 18.71,power_store_view
NMUSBEVALEXC,NMUSBEVALEXC,2.857 x 1.180 x 0.754,72.57 x 30.00 x 19.16,power_store_view
NXE1S0305MC,NXE1S0305MC,0.410 x 0.500 x 0.172,10.41 x 12.70 x 4.36,murataps_store_view
NXE1S0505MC,NXE1S0505MC,0.410 x 0.500 x 0.172,10.41 x 12.70 x 4.36,murataps_store_view
NXE1S0303MC,NXE1S0303MC,0.410 x 0.500 x 0.172,10.41 x 12.70 x 4.36,murataps_store_view
NXE2S0505MC,NXE2S0505MC,0.410 x 0.500 x 0.174,10.41 x 12.70 x 4.36,murataps_store_view
NXE2S1205MC,NXE2S1205MC,0.410 x 0.500 x 0.174,10.41 x 12.70 x 4.36,murataps_store_view
NXE2S1212MC,NXE2S1212MC,0.410 x 0.500 x 0.174,10.41 x 12.70 x 4.36,murataps_store_view
NXE2S1215MC,NXE2S1215MC,0.410 x 0.500 x 0.174,10.41 x 12.70 x 4.36,murataps_store_view
NXJ1S0505MC,NXJ1S0505MC,0.412 x 0.540 x 0.164,10.46 x 13.72 x 4.16,murataps_store_view
NXJ1S1205MC,NXJ1S1205MC,0.412 x 0.540 x 0.164,10.46 x 13.72 x 4.16,murataps_store_view
NXJ1S1212MC,NXJ1S1212MC,0.412 x 0.540 x 0.164,10.46 x 13.72 x 4.16,murataps_store_view
NXJ1S1215MC,NXJ1S1215MC,0.412 x 0.540 x 0.164,10.46 x 13.72 x 4.16,murataps_store_view
NXJ1S0303MC,NXJ1S0303MC,0.412 x 0.540 x 0.172,10.46 x 13.72 x 4.36,murataps_store_view
NXJ1S0305MC,NXJ1S0305MC,0.412 x 0.540 x 0.172,10.46 x 13.72 x 4.36,murataps_store_view
LME0305SC,LME0305SC,0.450 x 0.236 x 0.393,11.48 x 6.00 x 10.00,murataps_store_view
CME0505SC,CME0505SC,0.450 x 0.236 x 0.393,11.48 x 6.00 x 10.00,murataps_store_view
CME0512S3C,CME0512S3C,0.454 x 0.240 x 0.294,11.53 x 6.10 x 7.46,murataps_store_view
CME0505S3C,CME0505S3C,0.454 x 0.240 x 0.294,11.53 x 6.10 x 7.46,murataps_store_view
CME0305S3C,CME0305S3C,0.454 x 0.240 x 0.294,11.53 x 6.10 x 7.46,murataps_store_view
CME0303S3C,CME0303S3C,0.454 x 0.240 x 0.294,11.53 x 6.10 x 7.46,murataps_store_view
NME0505SC,NME0505SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME0509SC,NME0509SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME0512SC,NME0512SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME0515SC,NME0515SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME0524SC,NME0524SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME1205SC,NME1205SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME1209SC,NME1209SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME1212SC,NME1212SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME1215SC,NME1215SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME1515SC,NME1515SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME2405SC,NME2405SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME2412SC,NME2412SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
CME0512SC,CME0512SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME0505SPC,NME0505SPC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,murataps_store_view
NME0505DC,NME0505DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME0509DC,NME0509DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME0512DC,NME0512DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME0515DC,NME0515DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME0524DC,NME0524DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME1205DC,NME1205DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME1212DC,NME1212DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME1215DC,NME1215DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME2405DC,NME2405DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME2412DC,NME2412DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME2415DC,NME2415DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME2415SC,NME2415SC,0.457 x 0.390 x 0.272,11.53 x 6.10 x 10.00,murataps_store_view
CME0505DC,CME0505DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
NME0505DPC,NME0505DPC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,murataps_store_view
CRE1S0505MC,CRE1S0505MC,0.50 x 0.43 x 0.26,12.7 x 10.9 x 6.6,murataps_store_view
CRE1S0505MEC,CRE1S0505MEC,0.500 x 0.433 x 0.278,12.70 x 11.00 x 7.05,murataps_store_view
NTE0303MC,NTE0303MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0303MC-R,NTE0303MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0305MC,NTE0305MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0305MC-R,NTE0305MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0309MC,NTE0309MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0309MC-R,NTE0309MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0312MC,NTE0312MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0312MC-R,NTE0312MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0315MC,NTE0315MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0315MC-R,NTE0315MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0503MC,NTE0503MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0503MC-R,NTE0503MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0505MC,NTE0505MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0505MC-R,NTE0505MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0505MEC,NTE0505MEC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0505MEC-R,NTE0505MEC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0506MC,NTE0506MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0506MC-R,NTE0506MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0509MC,NTE0509MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0509MC-R,NTE0509MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0512MC,NTE0512MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0512MC-R,NTE0512MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0515MC,NTE0515MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE0515MC-R,NTE0515MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE1205MC,NTE1205MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE1205MC-R,NTE1205MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE1209MC,NTE1209MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE1209MC-R,NTE1209MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE1212MC,NTE1212MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE1212MC-R,NTE1212MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE1215MC,NTE1215MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
NTE1215MC-R,NTE1215MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,murataps_store_view
MEE3S0505SC,MEE3S0505SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,murataps_store_view
MEE3S0509SC,MEE3S0509SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,murataps_store_view
MEE3S0512SC,MEE3S0512SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,murataps_store_view
MEE3S0515SC,MEE3S0515SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,murataps_store_view
MEE3S1205SC,MEE3S1205SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,murataps_store_view
MEE3S1209SC,MEE3S1209SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,murataps_store_view
MEE3S1212SC,MEE3S1212SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,murataps_store_view
MEE3S1215SC,MEE3S1215SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,murataps_store_view
MTC1S1203MC,MTC1S1203MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,murataps_store_view
MTC1S1205MC,MTC1S1205MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,murataps_store_view
MTC1S1212MC,MTC1S1212MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,murataps_store_view
MTC1S2403MC,MTC1S2403MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,murataps_store_view
MTC1S2405MC,MTC1S2405MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,murataps_store_view
MTC1S2412MC,MTC1S2412MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,murataps_store_view
MTC2S1203MC,MTC2S1203MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,murataps_store_view
MTC2S1205MC,MTC2S1205MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,murataps_store_view
MTC2S1212MC,MTC2S1212MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,murataps_store_view
MTC2S2403MC,MTC2S2403MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,murataps_store_view
MTC2S2405MC,MTC2S2405MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,murataps_store_view
MTC2S2412MC,MTC2S2412MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,murataps_store_view
NXJ2S0505MC,NXJ2S0505MC,0.570 x 0.630 x 0.174,14.48 x 16.00 x 4.41,murataps_store_view
NXJ2S1212MC,NXJ2S1212MC,0.570 x 0.630 x 0.174,14.48 x 16.00 x 4.41,murataps_store_view
NXJ2S1215MC,NXJ2S1215MC,0.570 x 0.630 x 0.174,14.48 x 16.00 x 4.41,murataps_store_view
NXJ2S2405MC,NXJ2S2405MC,0.570 x 0.630 x 0.174,14.48 x 16.00 x 4.41,murataps_store_view
NXJ2S2415MC,NXJ2S2415MC,0.570 x 0.630 x 0.174,14.48 x 16.00 x 4.41,murataps_store_view
MGJ1D051505MPC,MGJ1D051505MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
MGJ1D051510MPC,MGJ1D051510MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
MGJ1D051905MPC,MGJ1D051905MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
MGJ1D121505MPC,MGJ1D121505MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
MGJ1D121509MPC,MGJ1D121509MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
