sku,name,dimension,dimensions_mm,store_view_code
MGJ2D241509SC,MGJ2D241509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D241505SC,MGJ2D241505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D152005SC,MGJ2D152005SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D151509SC,MGJ2D151509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D151505SC,MGJ2D151505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D122005SC,MGJ2D122005SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D121509SC,MGJ2D121509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D121505SC,MGJ2D121505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D052005SC,MGJ2D052005SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D051509SC,MGJ2D051509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D051505SC,MGJ2D051505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D051515SC,MGJ2D051515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D121515SC,MGJ2D121515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D151515SC,MGJ2D151515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D152003SC,MGJ2D152003SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
NMD050505SC,NMD050505SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMD050512SC,NMD050512SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMD050515SC,NMD050515SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
MMV1S0505SC,MMV1S0505SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
MMV1S0524SC,MMV1S0524SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA0505SC,NMA0505SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA0509SC,NMA0509SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA0512SC,NMA0512SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA0515SC,NMA0515SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA1205SC,NMA1205SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA1209SC,NMA1209SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA1212SC,NMA1212SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA1215SC,NMA1215SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA1505SC,NMA1505SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA1512SC,NMA1512SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMA1515SC,NMA1515SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMH0505SC,NMH0505SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
NMH0509SC,NMH0509SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
NMH0512SC,NMH0512SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
NMH0515SC,NMH0515SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
NMH1205SC,NMH1205SC,0.770 x 0.295 x 0.400,19.5 x 9.8 x 7.7,
NMH1209SC,NMH1209SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
NMH1212SC,NMH1212SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
NMH1215SC,NMH1215SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
NMH2405SC,NMH2405SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
NMH2409SC,NMH2409SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
NMH2412SC,NMH2412SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
NMH2415SC,NMH2415SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,
MEV1S1209SC,MEV1S1209SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S2409SC,MEV1S2409SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S2412SC,MEV1S2412SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S2415SC,MEV1S2415SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S1505SC,MEV1S1505SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S1509SC,MEV1S1509SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S1512SC,MEV1S1512SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S1515SC,MEV1S1515SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S2405SC,MEV1S2405SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S1212SC,MEV1S1212SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S1215SC,MEV1S1215SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S0505SC,MEV1S0505SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S0509SC,MEV1S0509SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S0512SC,MEV1S0512SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S0515SC,MEV1S0515SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MEV1S1205SC,MEV1S1205SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
NMG0505SC,NMG0505SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG0509SC,NMG0509SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG0512SC,NMG0512SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG0515SC,NMG0515SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG1205SC,NMG1205SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG1209SC,NMG1209SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG1212SC,NMG1212SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG1215SC,NMG1215SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV1S4805SC,MEV1S4805SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV1S4809SC,MEV1S4809SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV1S4812SC,MEV1S4812SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV1S4815SC,MEV1S4815SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV3S0505SC,MEV3S0505SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV3S0509SC,MEV3S0509SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV3S0512SC,MEV3S0512SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV3S0515SC,MEV3S0515SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV3S1205SC,MEV3S1205SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV3S1209SC,MEV3S1209SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV3S1212SC,MEV3S1212SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV3S1215SC,MEV3S1215SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG0524SC,NMG0524SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG1224SC,NMG1224SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG1505SC,NMG1505SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG1509SC,NMG1509SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG1512SC,NMG1512SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG1515SC,NMG1515SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG2405SC,NMG2405SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG2409SC,NMG2409SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG2412SC,NMG2412SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NMG2415SC,NMG2415SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV1D4805SC,MEV1D4805SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV1D4809SC,MEV1D4809SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV1D4812SC,MEV1D4812SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
MEV1D4815SC,MEV1D4815SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,
NCS6S1203C,NCS6S1203C,0.787 x 1.260 x 0.394,20 x 32 x 10,
NCS6S1205C,NCS6S1205C,0.787 x 1.260 x 0.394,20 x 32 x 10,
NCS6S1212C,NCS6S1212C,0.787 x 1.260 x 0.394,20 x 32 x 10,
NCS6S1215C,NCS6S1215C,0.787 x 1.260 x 0.394,20 x 32 x 10,
NCS6S4803C,NCS6S4803C,0.787 x 1.260 x 0.394,20 x 32 x 10,
NCS6S4805C,NCS6S4805C,0.787 x 1.260 x 0.394,20 x 32 x 10,
NCS6S4812C,NCS6S4812C,0.787 x 1.260 x 0.394,20 x 32 x 10,
NCS6S4815C,NCS6S4815C,0.787 x 1.260 x 0.394,20 x 32 x 10,
NMT0572SC,NMT0572SC,0.858 x 0.295 x 0.437,21.8 x 7.5 x 11.1,
NMT1272SC,NMT1272SC,0.858 x 0.295 x 0.437,21.8 x 7.5 x 11.1,
NDL0505SC,NDL0505SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL0509SC,NDL0509SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL0512SC,NDL0512SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL0515SC,NDL0515SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL1205SC,NDL1205SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL1209SC,NDL1209SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL1212SC,NDL1212SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL1215SC,NDL1215SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL2405SC,NDL2405SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL2409SC,NDL2409SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL2412SC,NDL2412SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL2415SC,NDL2415SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL4805SC,NDL4805SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL4809SC,NDL4809SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL4812SC,NDL4812SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
NDL4815SC,NDL4815SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,
MGJ3T05150505MC,MGJ3T05150505MC,0.890 x 0.910 x 0.559,22.61 x 23.11 x 14.19,
MGJ3T12150505MC,MGJ3T12150505MC,0.890 x 0.910 x 0.559,22.61 x 23.11 x 14.19,
MGJ3T24150505MC,MGJ3T24150505MC,0.890 x 0.910 x 0.559,22.61 x 23.11 x 14.19,
MGJ6D12H24MC,MGJ6D12H24MC,0.890 x 1.162 x 0.553,22.61 x 29.51 x 14.05,
MGJ6D24H24MC,MGJ6D24H24MC,0.890 x 1.162 x 0.553,22.61 x 29.51 x 14.05,
MGJ6D05H24MC,MGJ6D05H24MC,0.890 x 1.162 x 0.553,22.61 x 29.51 x 14.05,
MGJ6T05150505MC,MGJ6T05150505MC,0.890 x 1.230 x 0.559,22.61 x 31.24 x 14.15,
MGJ6T12150505MC,MGJ6T12150505MC,0.890 x 1.230 x 0.559,22.61 x 31.24 x 14.15,
MGJ6T24150505MC,MGJ6T24150505MC,0.890 x 1.230 x 0.559,22.61 x 31.24 x 14.15,
MGJ6T12F24MC,MGJ6T12F24MC,0.890 x 1.635 x 0.553,22.61 x 41.53 x 14.05,
MGJ6T24F24MC,MGJ6T24F24MC,0.890 x 1.635 x 0.553,22.61 x 41.53 x 14.05,
MGJ6T05F24MC,MGJ6T05F24MC,0.890 x 1.635 x 0.553,22.61 x 41.53 x 14.05,
MGJ6Q12P24MC,MGJ6Q12P24MC,0.890 x 1.735 x 0.533,22.61 x 44.07 x 14.05,
MGJ6Q24P24MC,MGJ6Q24P24MC,0.890 x 1.735 x 0.533,22.61 x 44.07 x 14.05,
MGJ6Q05P24MC,MGJ6Q05P24MC,0.890 x 1.735 x 0.533,22.61 x 44.07 x 14.05,
NMUSB2022PMC,NMUSB2022PMC,0.910 x 0.940 x 0.554,23.11 x 23.88 x 13.87,
NMUSB202MC,NMUSB202MC,0.910 x 0.940 x 0.556,23.11 x 23.88 x 14.19,
MGJ6D051510LMC,MGJ6D051510LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,
MGJ6D121510LMC,MGJ6D121510LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,
MGJ6D241510LMC,MGJ6D241510LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,
MGJ6D052005LMC,MGJ6D052005LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,
MGJ6D122005LMC,MGJ6D122005LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,
MGJ6D242005LMC,MGJ6D242005LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,
MGJ6D051505LMC,MGJ6D051505LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,
