sku,name,current_rating,inductors_dc_current_max_a,dc_resistance_max,inductors_dc_resist_max_mom,cmc_dc_resistance_max_mom,dc_resistance_secondary_max,dimension,dimensions_mm,inductors_height_inch,as_tran_height_inch,cs_tran_height_inch,p_tran_height_inch,p_tran_interwind_capac_max_pf,isolation_voltage,as_tran_isolation_voltage_vrms,p_tran_isolation_voltage_vrms,max_leakage_inductance,p_tran_pri_dc_resist_max_om,primary_inductance_typical,rohs_6,turn_ratio,as_tran_turn_ratio,p_tran_turn_ratio,volt_time_product,store_view_code,errors
46152C,,,6.3,,15,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46152C,46152C,,6.3,,15,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46153C,,,2.2,,94,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46153C,46153C,,2.2,,94,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46154C,,,0.72,,720,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46154C,46154C,,0.72,,720,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46222C,,,5,,21,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46222C,46222C,,5,,21,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46223C,,,1.8,,120,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46223C,46223C,,1.8,,120,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46224C,,,0.57,,1050,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46224C,46224C,,0.57,,1050,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46281C,,,8.7,,8,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46281C,46281C,,8.7,,8,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46332C,,,4.3,,29,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46332C,46332C,,4.3,,29,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46333C,,,1.45,,190,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46333C,46333C,,1.45,,190,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46334C,,,0.46,,1850,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46334C,46334C,,0.46,,1850,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46472C,,,3.7,,37,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46472C,46472C,,3.7,,37,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46473C,,,1.25,,260,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46473C,46473C,,1.25,,260,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46474C,,,0.39,,2800,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46474C,46474C,,0.39,,2800,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46541C,,,7.7,,10,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46541C,46541C,,7.7,,10,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46682C,,,3.1,,52,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46682C,46682C,,3.1,,52,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46683C,,,1.05,,360,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46683C,46683C,,1.05,,360,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
46684C,,,0.32,,3900,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,murataps_store_view,
46684C,46684C,,0.32,,3900,,,"0.287 x 0.287 x 0.18","7.3 x 7.3 x 4.55",0.18,,,,,,,,,,,Yes,,,,,,
48100C,,,3.9,,61.4,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
48100C,48100C,,3.9,,61.4,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
48100SC,,,4.5,,28,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48100SC,48100SC,,4.5,,28,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48101C,,,1.23,,503,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
48101C,48101C,,1.23,,503,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
48101SC,,,1.6,,200,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48101SC,48101SC,,1.6,,200,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48102SC,,,0.52,,1850,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48102SC,48102SC,,0.52,,1850,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48150C,,,3.2,,77.4,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
48150C,48150C,,3.2,,77.4,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
48150SC,,,3.7,,40,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48150SC,48150SC,,3.7,,40,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48151SC,,,1.35,,280,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48151SC,48151SC,,1.35,,280,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
481R0C,,,12.3,,9,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
481R0C,481R0C,,12.3,,9,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
481R0SC,,,10,,6,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
481R0SC,481R0SC,,10,,6,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48220C,,,2.6,,119,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
48220C,48220C,,2.6,,119,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
48220SC,,,3.1,,53,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48220SC,48220SC,,3.1,,53,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48221SC,,,1,,430,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48221SC,48221SC,,1,,430,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
482R2C,,,8.3,,13.5,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
482R2C,482R2C,,8.3,,13.5,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
482R2SC,,,8.2,,10,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
482R2SC,482R2SC,,8.2,,10,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48330C,,,2.1,,184,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
48330C,48330C,,2.1,,184,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
48330SC,,,2.8,,73,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48330SC,48330SC,,2.8,,73,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48331SC,,,0.85,,630,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48331SC,48331SC,,0.85,,630,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
483R3C,,,6.8,,19.1,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
483R3C,483R3C,,6.8,,19.1,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
483R3SC,,,7.3,,12,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
483R3SC,483R3SC,,7.3,,12,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48470C,,,1.8,,274,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
48470C,48470C,,1.8,,274,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
48470SC,,,2.4,,100,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48470SC,48470SC,,2.4,,100,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48471SC,,,0.76,,900,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48471SC,48471SC,,0.76,,900,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
484R7C,,,5.7,,29.4,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
484R7C,484R7C,,5.7,,29.4,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
484R7SC,,,6.3,,16,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
484R7SC,484R7SC,,6.3,,16,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48680C,,,1.5,,409,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
48680C,48680C,,1.5,,409,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
48680SC,,,1.8,,145,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48680SC,48680SC,,1.8,,145,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
48681SC,,,0.66,,1250,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
48681SC,48681SC,,0.66,,1250,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
486R8C,,,4.7,,39.9,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,murataps_store_view,
486R8C,486R8C,,4.7,,39.9,,,"0.48 x 0.48 x 0.244","12.2 x 12.2 x 6.2",0.244,,,,,,,,,,,Yes,,,,,,
486R8SC,,,5.1,,21,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,murataps_store_view,
486R8SC,486R8SC,,5.1,,21,,,"0.48 x 0.48 x 0.236","12.2 x 12.2 x 6",0.236,,,,,,,,,,,Yes,,,,,,
49100C,,,4.5,,41,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49100C,49100C,,4.5,,41,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49100SC,,,5.1,,21,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49100SC,49100SC,,5.1,,21,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49101C,,,1.41,,343,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49101C,49101C,,1.41,,343,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49101SC,,,1.6,,165,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49101SC,49101SC,,1.6,,165,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49102SC,,,0.5,,1500,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49102SC,49102SC,,0.5,,1500,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49150C,,,3.7,,53,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49150C,49150C,,3.7,,53,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49150SC,,,4.4,,27,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49150SC,49150SC,,4.4,,27,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49151C,,,1.15,,529,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49151C,49151C,,1.15,,529,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49151SC,,,1.3,,250,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49151SC,49151SC,,1.3,,250,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
491R0SC,,,11.8,,5,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
491R0SC,491R0SC,,11.8,,5,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49220C,,,3,,81,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49220C,49220C,,3,,81,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49220SC,,,3.1,,42,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49220SC,49220SC,,3.1,,42,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49221C,,,0.95,,805,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49221C,49221C,,0.95,,805,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49221SC,,,1.1,,380,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49221SC,49221SC,,1.1,,380,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
492R2C,,,9.5,,12.6,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
492R2C,492R2C,,9.5,,12.6,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
492R2SC,,,9.8,,8,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
492R2SC,492R2SC,,9.8,,8,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49330C,,,2.5,,128,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49330C,49330C,,2.5,,128,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49330SC,,,2.9,,60,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49330SC,49330SC,,2.9,,60,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49331SC,,,0.9,,550,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49331SC,49331SC,,0.9,,550,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
493R3C,,,7.8,,14.9,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
493R3C,493R3C,,7.8,,14.9,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
493R3SC,,,8.4,,10,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
493R3SC,493R3SC,,8.4,,10,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49470C,,,2.1,,191,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49470C,49470C,,2.1,,191,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49470SC,,,2.3,,100,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49470SC,49470SC,,2.3,,100,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49471SC,,,0.75,,810,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49471SC,49471SC,,0.75,,810,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
494R7C,,,6.5,,17.1,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
494R7C,494R7C,,6.5,,17.1,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
494R7SC,,,7.7,,12,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
494R7SC,494R7SC,,7.7,,12,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49680C,,,1.71,,233,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49680C,49680C,,1.71,,233,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49680SC,,,2,,143,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49680SC,49680SC,,2,,143,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
49681SC,,,0.62,,1200,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
49681SC,49681SC,,0.62,,1200,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
496R8C,,,5.4,,27,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
496R8C,496R8C,,5.4,,27,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
496R8SC,,,6.2,,16,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
496R8SC,496R8SC,,6.2,,16,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
50105C,,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,
50105C,50105C,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,
50225C,,0.5,,,,400,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,
50225C,50225C,0.5,,,,400,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,
50474C,,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,
50474C,50474C,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,
50475C,,0.4,,,,700,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,
50475C,50475C,0.4,,,,700,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,
51105C,,3.3,,,,38,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,
51105C,51105C,3.3,,,,38,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,
51305C,,1.9,,,,97,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,
51305C,51305C,1.9,,,,97,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,
51504C,,4.1,,,,27,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,
51504C,51504C,4.1,,,,27,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,
51505C,,1.2,,,,197,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,
51505C,51505C,1.2,,,,197,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,
52106C,,1.7,,,,193,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,
52106C,52106C,1.7,,,,193,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,
52305C,,3.5,,,,45,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,
52305C,52305C,3.5,,,,45,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,
52505C,,2.4,,,,91,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,
52505C,52505C,2.4,,,,91,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,
52705C,,2.2,,,,107,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,
52705C,52705C,2.2,,,,107,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,
